student name,student id,student sis,course,course id,course sis,section,section id,section sis,term,term id,term sis,current score,final score,enrollment state,unposted current score,unposted final score,override score,current grade,final grade,unposted current grade,unposted final grade,override grade
Megan M. Elliott,17223,H2020000390,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,82.23,82.23,concluded,82.23,82.23,,88,88,88,88,
Patrick J. Gilbert,17223,H2020000469,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,84.38,84.38,concluded,84.38,84.38,,90,90,90,90,
Nicole K. Luna,17223,H2020000537,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,89.72,89.72,concluded,89.72,89.72,,93,93,93,93,
Kevin W. Ferguson,17223,H2020000386,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,69.11,69.11,concluded,69.11,69.11,,80,80,80,80,
Jared E. Nguyen,17223,H2020000717,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,94.97,94.97,concluded,94.97,94.97,,96,96,96,96,
Brandy C. Jackson,17223,H2020000061,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.42,90.42,concluded,90.42,90.42,,94,94,94,94,
Zachary C. Murphy,17223,H2020000596,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,86.51,86.51,concluded,86.51,86.51,,91,91,91,91,
Keith M. Klein,17223,H2020000357,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,91.1,91.1,concluded,91.1,91.1,,94,94,94,94,
Teresa K. Evans,17223,H2020000317,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,95.58,95.58,concluded,95.58,95.58,,97,97,97,97,
Tina L. Silva,17223,H2020000060,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 1,24026,INST_SY_2021_S2_GB1_FAC207_12GST01,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,86.93,86.93,concluded,86.93,86.93,,91,91,91,91,
Nicole J. Smith,17223,H2020000946,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,81.77,81.77,concluded,81.77,81.77,,88,88,88,88,
Jeffery K. Wright,17223,H2020001227,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,91.73,91.73,concluded,91.73,91.73,,94,94,94,94,
Kevin A. Sharp,17223,H2020001121,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.99,85.99,concluded,85.99,85.99,,91,91,91,91,
Tonya V. Mitchell,17223,H2020000760,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,88.56,88.56,concluded,88.56,88.56,,92,92,92,92,
Brandy W. Davis,17223,H2020000865,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,76.72,76.72,concluded,76.72,76.72,,85,85,85,85,
Michelle W. Brown,17223,H2020000984,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.96,85.96,concluded,85.96,85.96,,91,91,91,91,
Abigail J. Wilson,17223,H2020000156,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.4,85.4,concluded,85.4,85.4,,90,90,90,90,
Patrick R. Kane,17223,H2020000907,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,82.34,82.34,concluded,82.34,82.34,,88,88,88,88,
Amber M. Valdez,17223,H2020000327,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,84.45,84.45,concluded,84.45,84.45,,90,90,90,90,
Mark E. Smith,17223,H2020000808,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,86.48,86.48,concluded,86.48,86.48,,91,91,91,91,
Albert D. Bradley,17223,H2020000692,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,91.4,91.4,concluded,91.4,91.4,,94,94,94,94,
Andrew E. Evans,17223,H2020000922,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.84,90.84,concluded,90.84,90.84,,94,94,94,94,
Thomas E. Medina,17223,H2020000140,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,83.95,83.95,concluded,83.95,83.95,,89,89,89,89,
Elizabeth D. Lopez,17223,H2020000033,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,81.67,81.67,concluded,81.67,81.67,,88,88,88,88,
John J. Reed,17223,H2020000424,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.52,90.52,concluded,90.52,90.52,,94,94,94,94,
Margaret C. Robertson,17223,H2020000851,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,87.22,87.22,concluded,87.22,87.22,,92,92,92,92,
Robert C. Love,17223,H2020000426,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,88.1,88.1,concluded,88.1,88.1,,92,92,92,92,
Virginia C. Michael,17223,H2020000183,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,74.49,74.49,concluded,74.49,74.49,,84,84,84,84,
Jane A. Miller,17223,H2020000153,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,87.6,87.6,concluded,87.6,87.6,,92,92,92,92,
Melissa J. Mcdonald,17223,H2020000772,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,82.7,82.7,concluded,82.7,82.7,,89,89,89,89,
Lisa B. Reese,17223,H2020000173,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,72.74,72.74,concluded,72.74,72.74,,82,82,82,82,
Jonathan J. Lopez,17223,H2020001089,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,88.23,88.23,concluded,88.23,88.23,,92,92,92,92,
Sharon D. Hardy,17223,H2020000928,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.49,90.49,concluded,90.49,90.49,,94,94,94,94,
Rebecca A. Davis,17223,H2020000526,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,84.93,84.93,concluded,84.93,84.93,,90,90,90,90,
Gregory W. Gillespie,17223,H2020000628,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,87.75,87.75,concluded,87.75,87.75,,92,92,92,92,
Robin N. Thompson,17223,H2020000591,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,83.48,83.48,concluded,83.48,83.48,,89,89,89,89,
Dennis J. Hernandez,17223,H2020001212,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.66,90.66,concluded,90.66,90.66,,94,94,94,94,
Larry S. Wilson,17223,H2020000858,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,0,0,concluded,0,0,,60,60,60,60,
David R. Parker,17223,H2020000087,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.52,90.52,concluded,90.52,90.52,,94,94,94,94,
Debbie V. Fisher,17223,H2020000320,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,82.04,82.04,concluded,82.04,82.04,,88,88,88,88,
Lindsay R. Cummings,17223,H2020000160,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.61,85.61,concluded,85.61,85.61,,91,91,91,91,
Jacqueline J. Williams,17223,H2020000978,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,88.21,88.21,concluded,88.21,88.21,,92,92,92,92,
Sarah S. Russell,17223,H2020000440,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 2,24027,INST_SY_2021_S2_GB1_FAC207_12GST02,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,83.72,83.72,concluded,83.72,83.72,,89,89,89,89,
Angela J. Anderson,17223,H2020000847,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,92.28,92.28,concluded,92.28,92.28,,95,95,95,95,
Tyler S. Compton,17223,H2020000729,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.87,85.87,concluded,85.87,85.87,,91,91,91,91,
Megan J. Hall,17223,H2020000968,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,82.58,82.58,concluded,82.58,82.58,,89,89,89,89,
Elijah N. Rivera,17223,H2020000933,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,86.38,86.38,concluded,86.38,86.38,,91,91,91,91,
Joshua A. Madden,17223,H2020000975,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,91.77,91.77,concluded,91.77,91.77,,94,94,94,94,
Tammy T. May,17223,H2020000956,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.25,85.25,concluded,85.25,85.25,,90,90,90,90,
Veronica G. Perez,17223,H2020001207,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,90.18,90.18,concluded,90.18,90.18,,93,93,93,93,
Suzanne Y. Wilson,17223,H2020001143,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,83.95,83.95,concluded,83.95,83.95,,89,89,89,89,
Sara A. Lam,17223,H2020001054,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,88.82,88.82,concluded,88.82,88.82,,93,93,93,93,
Renee C. Rodriguez,17223,H2020001191,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,84.25,84.25,concluded,84.25,84.25,,90,90,90,90,
Bruce N. Fry,17223,H2020000106,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,87.61,87.61,concluded,87.61,87.61,,92,92,92,92,
Nathan A. Gutierrez,17223,H2020000921,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.06,85.06,concluded,85.06,85.06,,90,90,90,90,
Paul M. Mosley,17223,H2020001069,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,83.82,83.82,concluded,83.82,83.82,,89,89,89,89,
Timothy A. Freeman,17223,H2020001190,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,85.33,85.33,concluded,85.33,85.33,,90,90,90,90,
Terrance R. Franco,17223,H2020001152,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,89.35,89.35,concluded,89.35,89.35,,93,93,93,93,
Jennifer C. Sanders,17223,H2020001062,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,83.15,83.15,concluded,83.15,83.15,,89,89,89,89,
Robert N. Hernandez,17223,H2020000743,General Biology 1,21601,INST_SY_2021_S2_GB1_FAC207,12 GAS SCI TECH 3,24028,INST_SY_2021_S2_GB1_FAC207_12GST03,INST SHS AY 2021-2022 2nd Semester,20002,SY_2021_S2_SHS_OFFICIAL,82.87,82.87,concluded,82.87,82.87,,89,89,89,89,
