student name,student id,student sis,course,course id,course sis,section,section id,section sis,term,term id,term sis,current score,final score,enrollment state,unposted current score,unposted final score,override score,current grade,final grade,unposted current grade,unposted final grade,override grade
Lindsay A. Blair,17223,H2020000249,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,85.6,85.6,concluded,85.6,85.6,,91,91,91,91,
Teresa A. Gray,17223,H2020000903,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,86.31,86.31,concluded,86.31,86.31,,91,91,91,91,
Maria M. Montgomery,17223,H2020000266,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,86.9,86.9,concluded,86.9,86.9,,91,91,91,91,
Barbara B. Bush,17223,H2020000957,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,82.84,82.84,concluded,82.84,82.84,,89,89,89,89,
Jeremy C. Roberts,17223,H2020000304,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.2,98.2,concluded,98.2,98.2,,98,98,98,98,
Jesse J. Garcia,17223,H2020000976,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.69,96.69,concluded,96.69,96.69,,97,97,97,97,
Cynthia M. Diaz,17223,H2020000306,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.39,96.39,concluded,96.39,96.39,,97,97,97,97,
Jason S. Adams,17223,H2020000313,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.96,96.96,concluded,96.96,96.96,,98,98,98,98,
Deborah G. Lynch,17223,H2020000318,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.41,92.41,concluded,92.41,92.41,,95,95,95,95,
Jessica N. Martin,17223,H2020000323,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,93.29,93.29,concluded,93.29,93.29,,95,95,95,95,
Veronica A. Bowman,17223,H2020000335,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.16,92.16,concluded,92.16,92.16,,95,95,95,95,
Gabrielle K. Cameron,17223,H2020000339,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.99,96.99,concluded,96.99,96.99,,98,98,98,98,
Jeremy L. Johnson,17223,H2020000340,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.19,98.19,concluded,98.19,98.19,,98,98,98,98,
Joseph S. Clark,17223,H2020000019,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,95.76,95.76,concluded,95.76,95.76,,97,97,97,97,
Nancy D. Edwards,17223,H2020000343,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,75.99,75.99,concluded,75.99,75.99,,84,84,84,84,
Randall S. Rocha,17223,H2020000034,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,82.91,82.91,concluded,82.91,82.91,,89,89,89,89,
Joseph A. Wright,17223,H2020000040,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,84.18,84.18,concluded,84.18,84.18,,90,90,90,90,
Jose R. Richards,17223,H2020000346,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.29,97.29,concluded,97.29,97.29,,98,98,98,98,
Reginald W. Robinson,17223,H2020000056,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.86,97.86,concluded,97.86,97.86,,98,98,98,98,
William B. Davis,17223,H2020000695,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.58,97.58,concluded,97.58,97.58,,98,98,98,98,
Daniel L. Burton,17223,H2020000058,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,94.18,94.18,concluded,94.18,94.18,,96,96,96,96,
Robert P. Brown,17223,H2020000698,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.5,98.5,concluded,98.5,98.5,,99,99,99,99,
Wendy T. Rice,17223,H2020000733,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,75.8,75.8,concluded,75.8,75.8,,84,84,84,84,
Michelle J. Smith,17223,H2020000070,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.5,98.5,concluded,98.5,98.5,,99,99,99,99,
Erin J. Herrera,17223,H2020000736,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,78.98,78.98,concluded,78.98,78.98,,86,86,86,86,
Danielle R. Rodriguez,17223,H2020000072,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.18,98.18,concluded,98.18,98.18,,98,98,98,98,
Shawn N. Mckay,17223,H2020000776,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.65,96.65,concluded,96.65,96.65,,97,97,97,97,
Jose G. Mason,17223,H2020000089,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.24,97.24,concluded,97.24,97.24,,98,98,98,98,
Rita K. Harrell,17223,H2020000780,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.96,92.96,concluded,92.96,92.96,,95,95,95,95,
Danielle E. Lynch,17223,H2020000091,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.39,92.39,concluded,92.39,92.39,,95,95,95,95,
Kathryn K. Ryan,17223,H2020000806,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,83.76,83.76,concluded,83.76,83.76,,89,89,89,89,
Alyssa M. Smith,17223,H2020000101,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,95.73,95.73,concluded,95.73,95.73,,97,97,97,97,
Andrew N. Hickman,17223,H2020000167,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 1,21321,INST_SY_2021_S1_BF_FAC115_12A01,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,94.75,94.75,concluded,94.75,94.75,,96,96,96,96,
Marie B. Parker,17223,H2020000363,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.88,97.88,concluded,97.88,97.88,,98,98,98,98,
Natalie C. Arroyo,17223,H2020000681,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,68.5,68.5,concluded,68.5,68.5,,80,80,80,80,
Todd K. Jones,17223,H2020000370,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,83.35,83.35,concluded,83.35,83.35,,89,89,89,89,
Katie T. Anderson,17223,H2020000683,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.56,97.56,concluded,97.56,97.56,,98,98,98,98,
Andrea M. Baker,17223,H2020000396,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,94.8,94.8,concluded,94.8,94.8,,96,96,96,96,
Rodney A. Lewis,17223,H2020000685,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.25,97.25,concluded,97.25,97.25,,98,98,98,98,
Jessica L. Harris,17223,H2020000404,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,89.4,89.4,concluded,89.4,89.4,,93,93,93,93,
Wanda S. Santos,17223,H2020000981,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,95.39,95.39,concluded,95.39,95.39,,97,97,97,97,
Zachary J. Martinez,17223,H2020000431,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.34,96.34,concluded,96.34,96.34,,97,97,97,97,
Matthew J. Chapman,17223,H2020000985,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.95,92.95,concluded,92.95,92.95,,95,95,95,95,
Jeffrey C. Jones,17223,H2020000443,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.5,98.5,concluded,98.5,98.5,,99,99,99,99,
Jeremy M. Whitehead,17223,H2020000988,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,79.14,79.14,concluded,79.14,79.14,,86,86,86,86,
Chad E. Young,17223,H2020000450,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.26,97.26,concluded,97.26,97.26,,98,98,98,98,
Jason S. Anderson,17223,H2020001001,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.38,96.38,concluded,96.38,96.38,,97,97,97,97,
Ashley K. Kennedy,17223,H2020000461,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,91.99,91.99,concluded,91.99,91.99,,94,94,94,94,
Lindsey C. Lee,17223,H2020001017,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,62.75,62.75,concluded,62.75,62.75,,76,76,76,76,
Ryan S. Henderson,17223,H2020000479,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,98.8,98.8,concluded,98.8,98.8,,99,99,99,99,
Jessica T. Nunez,17223,H2020001029,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,95.73,95.73,concluded,95.73,95.73,,97,97,97,97,
Corey M. Powell,17223,H2020000500,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.39,92.39,concluded,92.39,92.39,,95,95,95,95,
Michelle J. Wright,17223,H2020000513,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,87.23,87.23,concluded,87.23,87.23,,92,92,92,92,
Shane J. Henderson,17223,H2020001044,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,96.98,96.98,concluded,96.98,96.98,,98,98,98,98,
John S. Leblanc,17223,H2020000523,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.41,92.41,concluded,92.41,92.41,,95,95,95,95,
Michelle B. Pierce,17223,H2020001048,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,72.05,72.05,concluded,72.05,72.05,,82,82,82,82,
Yvette T. Huff,17223,H2020001057,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,97.89,97.89,concluded,97.89,97.89,,98,98,98,98,
Sara G. Allison,17223,H2020000530,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,95.44,95.44,concluded,95.44,95.44,,97,97,97,97,
Todd R. Lewis,17223,H2020000539,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,86.64,86.64,concluded,86.64,86.64,,91,91,91,91,
Brian T. Gray,17223,H2020001068,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,89.76,89.76,concluded,89.76,89.76,,93,93,93,93,
Joseph S. Bowers,17223,H2020001071,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,91.68,91.68,concluded,91.68,91.68,,94,94,94,94,
Rodney W. Bernard,17223,H2020001088,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,84.83,84.83,concluded,84.83,84.83,,90,90,90,90,
Angela E. Higgins,17223,H2020000549,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,80.45,80.45,concluded,80.45,80.45,,87,87,87,87,
Kenneth B. Novak,17223,H2020001106,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.35,92.35,concluded,92.35,92.35,,95,95,95,95,
Amy B. Adkins,17223,H2020000573,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,94.55,94.55,concluded,94.55,94.55,,96,96,96,96,
Breanna M. Shaw,17223,H2020001184,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,93.56,93.56,concluded,93.56,93.56,,95,95,95,95,
Eric C. Yu,17223,H2020000607,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,92.06,92.06,concluded,92.06,92.06,,95,95,95,95,
Jacob E. Larson,16824,H2021001100,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,90.68,90.68,concluded,90.68,90.68,,94,94,94,94,
Joe P. Wilson,17223,H2020000633,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,81.11,81.11,concluded,81.11,81.11,,88,88,88,88,
John C. Wheeler,17223,H2020000639,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,84.34,84.34,concluded,84.34,84.34,,90,90,90,90,
Robert A. Silva,17223,H2020000642,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,68.04,68.04,concluded,68.04,68.04,,80,80,80,80,
Sarah J. Harris,17223,H2020000653,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,93.6,93.6,concluded,93.6,93.6,,96,96,96,96,
John E. Foster,17223,H2020000654,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,85.06,85.06,concluded,85.06,85.06,,90,90,90,90,
Kevin K. Stewart,17223,H2020000658,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 2,21314,INST_SY_2021_S1_BF_FAC115_12A02,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,90.06,90.06,concluded,90.06,90.06,,93,93,93,93,
Charles Y. Ellis,17223,H2020000369,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 3,21316,INST_SY_2021_S1_BF_FAC115_12A03,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,78.2,78.2,concluded,78.2,78.2,,86,86,86,86,
Wendy J. Jones,17223,H2020000377,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 3,21316,INST_SY_2021_S1_BF_FAC115_12A03,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,62.31,62.31,concluded,62.31,62.31,,76,76,76,76,
Joseph N. Mahoney,17223,H2020000458,Business Finance,20803,INST_SY_2021_S1_BF_FAC115,12 ABM 3,21316,INST_SY_2021_S1_BF_FAC115_12A03,INST HS Manila AY 2021-2022 Annual,20001,SY_2021_S1_SHS_OFFICIAL,87.09,87.09,concluded,87.09,87.09,,91,91,91,91,
