student name,student id,student sis,course,course id,course sis,section,section id,section sis,term,term id,term sis,current score,final score,enrollment state,unposted current score,unposted final score,override score,current grade,final grade,unposted current grade,unposted final grade,override grade
Shawn L. Scott,12351,H2023000220,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,93.78,93.78,concluded,93.78,93.78,,96,96,96,96,
Kyle C. Osborne,12741,H2023000582,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,80.01,80.01,concluded,80.01,80.01,,87,87,87,87,
Jason J. Nguyen,11259,H2022000863,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,68.27,68.27,concluded,68.27,68.27,,80,80,80,80,
James C. Travis,11499,H2022000438,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,0,0,concluded,0,0,,60,60,60,60,
Christine M. Lewis,12403,H2023000249,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,80.38,80.38,concluded,80.38,80.38,,87,87,87,87,
Adam J. Thompson,11084,H2022000640,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,61.61,61.61,concluded,61.61,61.61,,76,76,76,76,
Vincent A. Russell,12187,H2023000037,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,88.56,88.56,concluded,88.56,88.56,,92,92,92,92,
Randall K. Graham,12479,H2023000264,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,80.8,80.8,concluded,80.8,80.8,,88,88,88,88,
Douglas T. Weaver,11485,H2022001314,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,71.33,71.33,concluded,71.33,71.33,,82,82,82,82,
Robert K. Ramirez,12772,H2023000614,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,91.97,91.97,concluded,91.97,91.97,,94,94,94,94,
Barbara J. Rivera,11253,H2022000857,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,71.38,71.38,concluded,71.38,71.38,,82,82,82,82,
Billy J. Lawrence,11798,H2022001373,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,86.01,86.01,concluded,86.01,86.01,,91,91,91,91,
Melanie A. Coleman,12780,H2023000622,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,92.19,92.19,concluded,92.19,92.19,,95,95,95,95,
Nathan D. Ramirez,10653,H2022000270,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,74.38,74.38,concluded,74.38,74.38,,83,83,83,83,
Justin D. Werner,13837,H2023000195,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,88.38,88.38,concluded,88.38,88.38,,92,92,92,92,
Laura K. Galloway,13734,H2023001502,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,85.88,85.88,concluded,85.88,85.88,,91,91,91,91,
Jacob V. Morris,10895,H2022000499,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,69.86,69.86,concluded,69.86,69.86,,81,81,81,81,
Roberta A. Doyle,12498,H2023000432,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,85.33,85.33,concluded,85.33,85.33,,90,90,90,90,
Jennifer L. Johnson,17318,H2021001399,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,65.03,65.03,concluded,65.03,65.03,,78,78,78,78,
Mark A. Huff,11349,H2022000994,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,72.6,72.6,concluded,72.6,72.6,,82,82,82,82,
Lindsey D. Kane,12546,H2023000482,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,88.52,88.52,concluded,88.52,88.52,,92,92,92,92,
Teresa M. Owens,12577,H2023000385,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,89.74,89.74,concluded,89.74,89.74,,93,93,93,93,
Olivia J. Neal,10987,H2022000712,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,74.1,74.1,concluded,74.1,74.1,,83,83,83,83,
Ryan K. Williams,11909,H2022001458,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,70.1,70.1,concluded,70.1,70.1,,81,81,81,81,
Jonathan J. Edwards,12391,H2023000237,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,89.03,89.03,concluded,89.03,89.03,,93,93,93,93,
Melissa A. Davis,12715,H2023000555,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,92.27,92.27,concluded,92.27,92.27,,95,95,95,95,
Rose J. Garner,11929,H2022001487,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,65.33,65.33,concluded,65.33,65.33,,78,78,78,78,
Raymond J. Cummings,11488,H2022000961,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,65.07,65.07,concluded,65.07,65.07,,78,78,78,78,
Dustin B. Bowers,13868,H2023000062,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,92.41,92.41,concluded,92.41,92.41,,95,95,95,95,
Tina M. Price,12241,H2023000094,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,93.16,93.16,concluded,93.16,93.16,,95,95,95,95,
Edward S. Mills,11300,H2022000911,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,74.46,74.46,concluded,74.46,74.46,,84,84,84,84,
Donald D. Rodriguez,11093,H2022000649,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,65.18,65.18,concluded,65.18,65.18,,78,78,78,78,
Darrell A. Torres,12211,H2023000066,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,83.03,83.03,concluded,83.03,83.03,,89,89,89,89,
Matthew M. Pratt,10687,H2022000302,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,75.08,75.08,concluded,75.08,75.08,,84,84,84,84,
Rick D. Lewis,12204,H2023000053,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,92.23,92.23,concluded,92.23,92.23,,95,95,95,95,
Sarah M. Dominguez,12234,H2023000087,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,87.95,87.95,concluded,87.95,87.95,,92,92,92,92,
Joshua A. Reese,10519,H2022000120,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,72.8,72.8,concluded,72.8,72.8,,83,83,83,83,
Jay M. Sullivan,12612,H2023000348,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,95.59,95.59,concluded,95.59,95.59,,97,97,97,97,
Crystal A. Ross,11173,H2022000770,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,74.21,74.21,concluded,74.21,74.21,,83,83,83,83,
Eric S. Carter,17223,H2019000054,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,70.75,70.75,concluded,70.75,70.75,,81,81,81,81,
Maria K. May,12243,H2023000096,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,91,91,concluded,91,91,,94,94,94,94,
Charles E. Brooks,10990,H2022000716,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,76.99,76.99,concluded,76.99,76.99,,85,85,85,85,
Ralph D. Walker,12195,H2023000046,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,87.49,87.49,concluded,87.49,87.49,,92,92,92,92,
Katherine G. Russell,12210,H2023000065,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,69.69,69.69,concluded,69.69,69.69,,81,81,81,81,
Joshua M. Thomas,11285,H2022000891,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,67.24,67.24,concluded,67.24,67.24,,79,79,79,79,
William S. Jones,12207,H2023000056,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,89.15,89.15,concluded,89.15,89.15,,93,93,93,93,
Brittany C. White,10957,H2022000562,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,66.1,66.1,concluded,66.1,66.1,,78,78,78,78,
Samantha J. Ingram,12270,H2023000123,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,89.57,89.57,concluded,89.57,89.57,,93,93,93,93,
David N. Carson,10640,H2022000234,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,68.39,68.39,concluded,68.39,68.39,,80,80,80,80,
Jill E. Liu,11813,H2022001391,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,68.77,68.77,concluded,68.77,68.77,,80,80,80,80,
Beverly K. Brown,12323,H2023000175,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,90.96,90.96,concluded,90.96,90.96,,94,94,94,94,
Laurie M. Maxwell,10721,H2022000357,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,64.73,64.73,concluded,64.73,64.73,,77,77,77,77,
Emma F. Morgan,12483,H2023000295,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,88.45,88.45,concluded,88.45,88.45,,92,92,92,92,
Daniel M. Perez,10879,H2022000482,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,75.52,75.52,concluded,75.52,75.52,,84,84,84,84,
Marie S. Roberts,12503,H2023000437,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,92.7,92.7,concluded,92.7,92.7,,95,95,95,95,
Sabrina E. Ward,11069,H2022000624,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,70.59,70.59,concluded,70.59,70.59,,81,81,81,81,
Daniel C. Anderson,12181,H2023000031,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,93.91,93.91,concluded,93.91,93.91,,96,96,96,96,
Kelly R. Stone,12777,H2023000619,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,88.5,88.5,concluded,88.5,88.5,,92,92,92,92,
Jack L. Farmer,10542,H2022000146,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,69.06,69.06,concluded,69.06,69.06,,80,80,80,80,
Mark T. Summers,12008,H2022001534,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,72.63,72.63,concluded,72.63,72.63,,82,82,82,82,
Alicia K. Griffith,12506,H2023000419,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,85.27,85.27,concluded,85.27,85.27,,90,90,90,90,
Brian C. Ali,11104,H2022000661,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,71.13,71.13,concluded,71.13,71.13,,81,81,81,81,
Kathy M. Kelly,12405,H2023000251,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,81.18,81.18,concluded,81.18,81.18,,88,88,88,88,
Brian J. Cameron,11895,H2022001436,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,72.04,72.04,concluded,72.04,72.04,,82,82,82,82,
Christina C. Martinez,12678,H2023000527,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,89.64,89.64,concluded,89.64,89.64,,93,93,93,93,
Nicole M. Davis,12545,H2023000481,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,82.86,82.86,concluded,82.86,82.86,,89,89,89,89,
Roy D. Martinez,11493,H2022001305,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,70.01,70.01,concluded,70.01,70.01,,81,81,81,81,
Lynn V. Romero,12244,H2023000097,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1a,27116,INST_SY_2023_S2_PR1_FAC130_11A01a,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,93,93,concluded,93,93,,95,95,95,95,
Bobby J. Robinson,11367,H2022001013,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,73.33,73.33,concluded,73.33,73.33,,83,83,83,83,
Madison S. Brewer,11205,H2022000805,Business Finance,20610,INST_SY_2023_S2_BF_FAC212,12ABM-2b,27248,INST_SY_2023_S2_BF_FAC212_12A02b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,76.16,76.16,concluded,76.16,76.16,,85,85,85,85,
Sandra N. Sanchez,12733,H2023000573,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,85.83,85.83,concluded,85.83,85.83,,91,91,91,91,
Brittney J. Mccoy,12667,H2023000516,Practical Research 1,20598,INST_SY_2023_S2_PR1_FAC130,11ABM-1b,27123,INST_SY_2023_S2_PR1_FAC130_11A01b,INST SHS_AY 2023-2024_2nd Semester_Official,20006,SY_2023_S2_SHS_OFFICIAL,78.75,78.75,concluded,78.75,78.75,,86,86,86,86,
