student name,student id,student sis,course,course id,course sis,section,section id,section sis,term,term id,term sis,current score,final score,enrollment state,unposted current score,unposted final score,override score,current grade,final grade,unposted current grade,unposted final grade,override grade
David H. Kent,10038,SYN-JHS-000048,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,70.85,70.85,active,70.85,70.85,,81,81,81,81,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,71.11,71.11,active,71.11,71.11,,81,81,81,81,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,81.96,81.96,active,81.96,81.96,,88,88,88,88,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,56.25,56.25,active,56.25,56.25,,74,74,74,74,
Shawn S. Wall,10090,SYN-JHS-000099,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,56.76,56.76,active,56.76,56.76,,74,74,74,74,
Michelle B. Graham,10083,SYN-JHS-000064,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,77.94,77.94,active,77.94,77.94,,86,86,86,86,
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,71.65,71.65,active,71.65,71.65,,82,82,82,82,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,66.74,66.74,active,66.74,66.74,,79,79,79,79,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,62.47,62.47,active,62.47,62.47,,76,76,76,76,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,76.47,76.47,active,76.47,76.47,,85,85,85,85,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,94.5,94.5,active,94.5,94.5,,96,96,96,96,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,41.21,41.21,active,41.21,41.21,,70,70,70,70,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Shawn S. Wall,10090,SYN-JHS-000099,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,75.75,75.75,active,75.75,75.75,,84,84,84,84,
Michelle B. Graham,10083,SYN-JHS-000064,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,73.5,73.5,active,73.5,73.5,,83,83,83,83,
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,69.75,69.75,active,69.75,69.75,,81,81,81,81,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.0,60.0,active,60.0,60.0,,75,75,75,75,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,72.0,72.0,active,72.0,72.0,,82,82,82,82,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,86.0,86.0,active,86.0,86.0,,91,91,91,91,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,99.0,99.0,active,99.0,99.0,,99,99,99,99,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,70.5,70.5,active,70.5,70.5,,81,81,81,81,
Maria M. Swanson,10067,SYN-JHS-000086,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,93.75,93.75,active,93.75,93.75,,96,96,96,96,
Kari T. Porter,10085,SYN-JHS-000078,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,69.25,69.25,active,69.25,69.25,,80,80,80,80,
Virginia K. Peterson,10078,SYN-JHS-000095,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,97.0,97.0,active,97.0,97.0,,98,98,98,98,
Kevin A. Campbell,10040,SYN-JHS-000049,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,90.0,90.0,active,90.0,90.0,,93,93,93,93,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,91.25,91.25,active,91.25,91.25,,94,94,94,94,
James V. Reed,10087,SYN-JHS-000097,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,94.75,94.75,active,94.75,94.75,,96,96,96,96,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,88.0,88.0,active,88.0,88.0,,92,92,92,92,
David H. Kent,10038,SYN-JHS-000048,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,90.75,90.75,active,90.75,90.75,,94,94,94,94,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,71.0,71.0,active,71.0,71.0,,81,81,81,81,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,91.0,91.0,active,91.0,91.0,,94,94,94,94,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,74.75,74.75,active,74.75,74.75,,84,84,84,84,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,76.4,76.4,active,76.4,76.4,,85,85,85,85,
James V. Reed,10087,SYN-JHS-000097,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,91.0,91.0,active,91.0,91.0,,94,94,94,94,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,91.25,91.25,active,91.25,91.25,,94,94,94,94,
David H. Kent,10038,SYN-JHS-000048,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,84.8,84.8,active,84.8,84.8,,90,90,90,90,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,74.8,74.8,active,74.8,74.8,,84,84,84,84,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,88.75,88.75,active,88.75,88.75,,92,92,92,92,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,71.65,71.65,active,71.65,71.65,,82,82,82,82,
Shawn S. Wall,10090,SYN-JHS-000099,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,64.35,64.35,active,64.35,64.35,,77,77,77,77,
Michelle B. Graham,10083,SYN-JHS-000064,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,84.05,84.05,active,84.05,84.05,,90,90,90,90,
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,89.85,89.85,active,89.85,89.85,,93,93,93,93,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,77.05,77.05,active,77.05,77.05,,85,85,85,85,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,70.8,70.8,active,70.8,70.8,,81,81,81,81,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,85.45,85.45,active,85.45,85.45,,90,90,90,90,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,92.2,92.2,active,92.2,92.2,,95,95,95,95,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,62.65,62.65,active,62.65,62.65,,76,76,76,76,
Maria M. Swanson,10067,SYN-JHS-000086,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,86.75,86.75,active,86.75,86.75,,91,91,91,91,
Kari T. Porter,10085,SYN-JHS-000078,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,69.4,69.4,active,69.4,69.4,,80,80,80,80,
Virginia K. Peterson,10078,SYN-JHS-000095,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,93.7,93.7,active,93.7,93.7,,96,96,96,96,
Kevin A. Campbell,10040,SYN-JHS-000049,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,85.5,85.5,active,85.5,85.5,,90,90,90,90,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,68.34,68.34,active,68.34,68.34,,80,80,80,80,
James V. Reed,10087,SYN-JHS-000097,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,87.12,87.12,active,87.12,87.12,,91,91,91,91,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,90.6,90.6,active,90.6,90.6,,94,94,94,94,
David H. Kent,10038,SYN-JHS-000048,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,63.82,63.82,active,63.82,63.82,,77,77,77,77,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.56,60.56,active,60.56,60.56,,75,75,75,75,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,78.65,78.65,active,78.65,78.65,,86,86,86,86,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,41.37,41.37,active,41.37,41.37,,70,70,70,70,
