student name,student id,student sis,course,course id,course sis,section,section id,section sis,term,term id,term sis,current score,final score,enrollment state,unposted current score,unposted final score,override score,current grade,final grade,unposted current grade,unposted final grade,override grade
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,65.81,65.81,active,65.81,65.81,,78,78,78,78,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,26.83,26.83,active,26.83,26.83,,66,66,66,66,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,41.58,41.58,active,41.58,41.58,,70,70,70,70,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,63.56,63.56,active,63.56,63.56,,77,77,77,77,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,92.54,92.54,active,92.54,92.54,,95,95,95,95,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.76,60.76,active,60.76,60.76,,75,75,75,75,
Maria M. Swanson,10067,SYN-JHS-000086,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,76.55,76.55,active,76.55,76.55,,85,85,85,85,
Kari T. Porter,10085,SYN-JHS-000078,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.56,60.56,active,60.56,60.56,,75,75,75,75,
Virginia K. Peterson,10078,SYN-JHS-000095,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,95.74,95.74,active,95.74,95.74,,97,97,97,97,
Kevin A. Campbell,10040,SYN-JHS-000049,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,75.71,75.71,active,75.71,75.71,,84,84,84,84,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 Araling Panlipunan,20001,SYN-JHS-COURSE-000009,Grade 7 Araling Panlipunan,20076,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Maria M. Swanson,10067,SYN-JHS-000086,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,78.42,78.42,active,78.42,78.42,,86,86,86,86,
Kari T. Porter,10085,SYN-JHS-000078,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,63.45,63.45,active,63.45,63.45,,77,77,77,77,
Virginia K. Peterson,10078,SYN-JHS-000095,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,93.27,93.27,active,93.27,93.27,,95,95,95,95,
Kevin A. Campbell,10040,SYN-JHS-000049,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,77.65,77.65,active,77.65,77.65,,86,86,86,86,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,75.46,75.46,active,75.46,75.46,,84,84,84,84,
James V. Reed,10087,SYN-JHS-000097,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,89.09,89.09,active,89.09,89.09,,93,93,93,93,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,84.28,84.28,active,84.28,84.28,,90,90,90,90,
David H. Kent,10038,SYN-JHS-000048,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,80.91,80.91,active,80.91,80.91,,88,88,88,88,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,64.76,64.76,active,64.76,64.76,,77,77,77,77,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,84.12,84.12,active,84.12,84.12,,90,90,90,90,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,67.48,67.48,active,67.48,67.48,,79,79,79,79,
Shawn S. Wall,10090,SYN-JHS-000099,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,63.63,63.63,active,63.63,63.63,,77,77,77,77,
Michelle B. Graham,10083,SYN-JHS-000064,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,70.23,70.23,active,70.23,70.23,,81,81,81,81,
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,83.83,83.83,active,83.83,83.83,,89,89,89,89,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,66.92,66.92,active,66.92,66.92,,79,79,79,79,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,45.88,45.88,active,45.88,45.88,,71,71,71,71,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,68.74,68.74,active,68.74,68.74,,80,80,80,80,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,93.8,93.8,active,93.8,93.8,,96,96,96,96,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,70.54,70.54,active,70.54,70.54,,81,81,81,81,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 English,20002,SYN-JHS-COURSE-000010,Grade 7 English,20077,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Shawn S. Wall,10090,SYN-JHS-000099,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,86.0,86.0,active,86.0,86.0,,91,91,91,91,
Michelle B. Graham,10083,SYN-JHS-000064,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,86.25,86.25,active,86.25,86.25,,91,91,91,91,
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,86.0,86.0,active,86.0,86.0,,91,91,91,91,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,65.0,65.0,active,65.0,65.0,,78,78,78,78,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,47.75,47.75,active,47.75,47.75,,71,71,71,71,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,90.75,90.75,active,90.75,90.75,,94,94,94,94,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,100.0,100.0,active,100.0,100.0,,100,100,100,100,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,78.25,78.25,active,78.25,78.25,,86,86,86,86,
Maria M. Swanson,10067,SYN-JHS-000086,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,94.0,94.0,active,94.0,94.0,,96,96,96,96,
Kari T. Porter,10085,SYN-JHS-000078,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,64.5,64.5,active,64.5,64.5,,77,77,77,77,
Virginia K. Peterson,10078,SYN-JHS-000095,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,100.0,100.0,active,100.0,100.0,,100,100,100,100,
Kevin A. Campbell,10040,SYN-JHS-000049,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,97.5,97.5,active,97.5,97.5,,98,98,98,98,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,79.25,79.25,active,79.25,79.25,,87,87,87,87,
James V. Reed,10087,SYN-JHS-000097,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,97.5,97.5,active,97.5,97.5,,98,98,98,98,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,91.5,91.5,active,91.5,91.5,,94,94,94,94,
David H. Kent,10038,SYN-JHS-000048,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,91.75,91.75,active,91.75,91.75,,94,94,94,94,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,38.0,38.0,active,38.0,38.0,,69,69,69,69,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,93.0,93.0,active,93.0,93.0,,95,95,95,95,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,78.0,78.0,active,78.0,78.0,,86,86,86,86,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 Edukasyon sa Pagpapakatao,20003,SYN-JHS-COURSE-000011,Grade 7 Edukasyon sa Pagpapakatao,20078,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,70.4,70.4,active,70.4,70.4,,81,81,81,81,
James V. Reed,10087,SYN-JHS-000097,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,89.73,89.73,active,89.73,89.73,,93,93,93,93,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,92.4,92.4,active,92.4,92.4,,95,95,95,95,
David H. Kent,10038,SYN-JHS-000048,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,78.53,78.53,active,78.53,78.53,,86,86,86,86,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,77.73,77.73,active,77.73,77.73,,86,86,86,86,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,93.87,93.87,active,93.87,93.87,,96,96,96,96,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,66.93,66.93,active,66.93,66.93,,79,79,79,79,
Shawn S. Wall,10090,SYN-JHS-000099,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,63.6,63.6,active,63.6,63.6,,77,77,77,77,
Michelle B. Graham,10083,SYN-JHS-000064,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,71.07,71.07,active,71.07,71.07,,81,81,81,81,
Paul M. Walker,10088,SYN-JHS-000098,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,76.4,76.4,active,76.4,76.4,,85,85,85,85,
Stephanie S. Cameron,10064,SYN-JHS-000082,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,64.67,64.67,active,64.67,64.67,,77,77,77,77,
Lauren C. Gibson,10041,SYN-JHS-000051,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,27.47,27.47,active,27.47,27.47,,66,66,66,66,
Megan D. Cameron,10033,SYN-JHS-000043,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,69.2,69.2,active,69.2,69.2,,80,80,80,80,
Thomas J. Young,10084,SYN-JHS-000077,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,96.27,96.27,active,96.27,96.27,,97,97,97,97,
Gregory R. Carpenter,10052,SYN-JHS-000067,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.13,60.13,active,60.13,60.13,,75,75,75,75,
Maria M. Swanson,10067,SYN-JHS-000086,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,88.13,88.13,active,88.13,88.13,,92,92,92,92,
Kari T. Porter,10085,SYN-JHS-000078,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.27,60.27,active,60.27,60.27,,75,75,75,75,
Virginia K. Peterson,10078,SYN-JHS-000095,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,94.0,94.0,active,94.0,94.0,,96,96,96,96,
Kevin A. Campbell,10040,SYN-JHS-000049,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,68.53,68.53,active,68.53,68.53,,80,80,80,80,
Bradley M. Turner,10072,SYN-JHS-000088,Grade 7 Filipino,20004,SYN-JHS-COURSE-000012,Grade 7 Filipino,20079,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Trevor H. Vincent,10091,SYN-JHS-000100,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,76.23,76.23,active,76.23,76.23,,85,85,85,85,
James V. Reed,10087,SYN-JHS-000097,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,88.34,88.34,active,88.34,88.34,,92,92,92,92,
Rebecca K. Barry,10058,SYN-JHS-000073,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,87.64,87.64,active,87.64,87.64,,92,92,92,92,
David H. Kent,10038,SYN-JHS-000048,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,69.67,69.67,active,69.67,69.67,,81,81,81,81,
Adam P. Davis,10071,SYN-JHS-000085,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,0.0,0.0,active,0.0,0.0,,60,60,60,60,
Amber C. Hall,10050,SYN-JHS-000060,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,60.22,60.22,active,60.22,60.22,,75,75,75,75,
Angela J. Flores,10095,SYN-JHS-000104,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,76.45,76.45,active,76.45,76.45,,85,85,85,85,
Paul K. Green,10062,SYN-JHS-000080,Grade 7 Mathematics,20005,SYN-JHS-COURSE-000014,Grade 7 Mathematics,20067,,INST JHS MLA_AY 2023-2024_Annual_Official,20001,SY_2023_JHS_OFFICIAL,62.87,62.87,active,62.87,62.87,,76,76,76,76,
